live_id,started,end,subject,fee,taken,comment_count,score,message_count,user_id,auth_description,status,short_name,live_num,available_num,great_num,answer_count,articles_count,columns_count,favorite_count,favorited_count,follower_count,following_columns_count,following_count,following_favlists_count,following_question_count,following_topic_count,gender,hosted_live_count,logs_count,marked_answers_count,participated_live_count,pins_count,question_count,thanked_count,user_type,voteup_count,business_name,diploma,school,location
8.81E+17,1502797600,1504535489,游戏运营的进阶之路,19.99,362,65,4.52,131,2232b608ddaf789c9a58c1b3221ad371,主讲人已通过实名认证。,ended,音影游,597,585,580,298,10,1,2,30340,40989,68,625,16,850,261,1,6,201,37,11,1,5,13919,people,60617,电子游戏,0,清华大学,北京
7.34E+17,1467705571,1467986769,VR 游戏，可以更好玩,19,281,8,3.75,116,2232b608ddaf789c9a58c1b3221ad371,主讲人已通过实名认证。,ended,互联网,1085,1067,1047,298,10,1,2,30340,40989,68,625,16,850,261,1,6,201,37,11,1,5,13919,people,60617,电子游戏,0,清华大学,北京
8.66E+17,1499333792,1500104905,视频直播：实时动作捕捉，走进 VR 世界,9.9,305,20,5,1,e855f9b35c4b63e79edc374390fa0863,主讲人已通过实名认证。,ended,互联网,1085,1067,1047,19,0,0,5,137,788,10,51,0,39,26,1,1,8,0,0,1,2,86,people,378,,,香港中文大学,北京
7.85E+17,1479872596,1481037545,卧推，你应该知道的那些事,39,574,122,4.81,170,a02299af2c0deb215847f383ae3a4a5b,主讲人已通过实名认证。,ended,体育,245,226,243,112,45,2,0,123154,43186,15,209,3,316,19,1,1,138,8,9,90,0,16905,people,47986,体育健身,,,北京
7.35E+17,1467975431,1468420335,如何应对考研面试？,26.9,777,89,4.69,118,cad1185eef614aa0c532b300d636db4a,主讲人已通过实名认证。,ended,教育,2329,2310,2282,75,11,2,0,16366,60807,2,24,0,92,8,1,4,27,20,2,97,3,9840,people,34760,高等教育,0,清华大学,北京
8.91E+17,1505121867,1506177120,一战420从二本到北师，教你如何考研,19.99,212,36,4.58,145,14da5cb30558108b701aec851c49d267,主讲人已通过实名认证。,ended,教育,2329,2310,2282,40,3,1,9,59,196,8,16,0,89,17,1,1,3,0,1,3,1,16,people,50,,,,
9.57E+17,1520906742,1521990699,如何从0到1成为一名健身教练！,19.99,157,43,4.6,99,14e3954efe0c78d706309e171aadf13f,主讲人已通过实名认证。,ended,体育,245,226,243,123,34,1,1,1611,826,52,44,0,131,106,1,1,10,0,7,22,1,229,people,1075,体育健身,,,
9.39E+17,1516590441,1518011753,色情片如何损伤你的大脑？,9.99,129359,22364,4.34,102,e2492f42b4ea06cacaa7177572f58d94,主讲人已通过实名认证。,ended,生活方式,1092,1066,1063,2,0,0,0,69,30074,0,21,0,14,4,1,1,0,0,4,2,0,32,people,167,临床医疗,,,北京
8.23E+17,1488952010,1489324972,怎么成为健身教练的？,9.99,986,209,4.34,66,ee6fe2f2338c3369222828110f18be6f,主讲人已通过实名认证。,ended,体育,245,226,243,35,5,1,1,1183,1521,38,38,20,653,94,1,2,10,0,8,3,0,203,people,784,体育健身,0,美国体能协会,重庆
8.25E+17,1489387130,1490538593,「健身房」办了卡，然后呢？,19,653,85,4.39,100,ee6fe2f2338c3369222828110f18be6f,主讲人已通过实名认证。,ended,体育,245,226,243,35,5,1,1,1183,1521,38,38,20,653,94,1,2,10,0,8,3,0,203,people,784,体育健身,0,美国体能协会,重庆
8.35E+17,1491800973,1492707911,大局与细节：增肌训练指南,29,644,141,4.7,247,766a01ad1019d2eaed395c1c4f95c9c2,,ended,生活方式,1092,1066,1063,561,24,0,2,64383,91510,16,77,1,572,20,1,8,5,41,0,35,1,26378,people,135547,,,,
8.50E+17,1495518883,1496931379,减肥本质上是一场心理建设,19.99,1932,382,4.55,67,a4f4a315ff5f51b3e7fe85fbddef8a76,主讲人已通过实名认证。,ended,生活方式,1092,1066,1063,54,56,1,2,160110,90190,1,157,0,98,12,0,5,3,13,3,16,0,24136,people,81301,体育健身,,,北京
8.21E+17,1488424791,1490193369,女性如何练就完美翘臀,19,677,93,4.67,83,a4f4a315ff5f51b3e7fe85fbddef8a76,主讲人已通过实名认证。,ended,生活方式,1092,1066,1063,54,56,1,2,160110,90190,1,157,0,98,12,0,5,3,13,3,16,0,24136,people,81301,体育健身,,,北京
7.87E+17,1480326190,1482069762,女性如何更有效地进行力量训练？,39,780,182,4.68,72,a4f4a315ff5f51b3e7fe85fbddef8a76,主讲人已通过实名认证。,ended,体育,245,226,243,54,56,1,2,160110,90190,1,157,0,98,12,0,5,3,13,3,16,0,24136,people,81301,体育健身,,,北京
8.80E+17,1502694103,1503753692,跨专业转互联网运营3步法,9.99,157,46,4.96,85,1569f9508a0f23db1f06e422dc2e804d,主讲人已通过实名认证。,ended,互联网,1085,1067,1047,16,0,0,8,6,65,10,91,1,80,79,0,1,6,0,6,0,2,1,people,11,互联网,,天津大学 (TJU),北京 海淀
9.09E+17,1509617116,1511787627,职场社会学答疑 Live ：如何成为职场中最受欢迎的人,0,28420,2163,4.66,26,78429ba5d65c5a6bec6dbb72a404ac26,,ended,职业,1915,1894,1858,1,0,0,0,44,5777,0,31,0,2,8,-1,2,0,0,0,2,0,26,people,125,,,,北京朝阳区
8.78E+17,1502202652,1504030064,交互设计极速自学法,29,154,32,3.88,280,f20cb6144ab68cf965641f95a26cbf18,主讲人已通过实名认证。,ended,互联网,1085,1067,1047,142,7,1,22,4793,2222,26,189,1,419,47,0,1,337,0,10,51,45,1072,people,2353,互联网,,,北京
7.70E+17,1476252554,1476976172, 我在美国学戏剧：关于留学准备和职业发展的想法,9.99,826,47,4.72,120,5f0e89a643e8200274e8a83ac3d46019,,ended,音影游,597,585,580,11,4,1,7,851,1857,7,72,6,25,86,0,2,0,1,7,3,0,239,people,655,,0,卡内基梅隆大学 (Carnegie Mellon University),匹兹堡
8.75E+17,1501485577,1502891653,探索设计师成长之路,9.99,653,77,4.71,123,d4f01bca528a793ca94b4b7baf1f9e6a,主讲人已通过实名认证。,ended,互联网,1085,1067,1047,0,3,1,1,267,442,0,77,0,8,144,0,2,6,0,5,1,1,0,people,72,互联网,,浙江工业大学,杭州
7.62E+17,1474526615,1475936980,在美国学习戏剧,10,730,63,4.68,96,fcda8bc5ce920c35d0225259f88573ae,主讲人已通过实名认证。,ended,艺术,595,590,584,454,18,1,0,8810,10780,1,490,0,171,26,1,2,4,16,0,0,1,2600,people,6631,创意艺术,0,哥伦比亚大学,上海
9.09E+17,1509618078,1511096635,荒诞的群像：中华民国那些体育人的史事,9.99,132,18,4.94,62,f27062c7978e6e86b723c97d88cb6ad0,主讲人已通过实名认证。,ended,阅读写作,520,516,513,758,117,3,20,98083,83817,20,246,29,2483,217,1,10,50,8,3,135,14,64240,people,528844,高等教育,4,西北大学,西安
8.40E+17,1493005366,1494601361,教你写出一笔好字,19.98,173,22,4.05,80,cc8e94858780276a679cf6dcf167649c,主讲人已通过实名认证。,ended,生活方式,1092,1066,1063,57,1,0,0,8101,20902,0,2,0,78,12,1,7,2,1,1,40,0,4454,people,37387,,,清华大学新闻与传播学院,
8.41E+17,1493363906,1494572967,人脸识别技术的误区、挑战及实际应用是哪些？,9.99,260,18,4.61,88,a60848bdf926de2afd292e4c2e6b9e5d,主讲人已通过实名认证。,ended,互联网,1085,1067,1047,0,0,0,1,0,72,0,1,0,2,1,-1,1,0,0,0,0,0,0,people,0,,0,巴斯大学（University of Bath）,
8.07E+17,1485237363,1488030860,数据达人养成计划,19,821,44,4,150,29a386cc4b62dd3a95af790ba2fcf1cb,主讲人已通过实名认证。,ended,互联网,1085,1067,1047,504,38,1,24,105574,68024,43,240,30,3229,58,0,3,173,15,9,321,15,19650,people,108783,互联网,,北京交通大学,上海
7.26E+17,1465786788,1465999200,用户体验设计师的 Party,9.99,390,16,4.38,138,f1b53f1369752223b9cd5b640cd4b860,主讲人已通过实名认证。,ended,职业,1915,1894,1858,133,117,1,1,79916,120872,0,0,0,133,2,1,1,59,16,1,0,0,21377,people,93850,互联网,0,中欧国际工商学院,深圳市
9.53E+17,1519980397,1521348127,期货交易的盈利之道,39.99,614,198,4.74,73,15aa5ae1ddad5dcc1ac10bc06b9826fa,主讲人已通过实名认证。,ended,金融经济,909,891,874,223,246,3,11,46102,16514,16,22,0,307,145,1,2,27,0,1,179,4,3638,people,17437,证券投资,,南开大学,北京
9.97E+17,1530509076,1531744420,大便出血该咋办-让我们不再困扰,19.99,34,4,0,47,163985bd61c3647765c9f76acaeb2699,主讲人已通过实名认证。,ended,医学健康,422,416,415,73,4,0,1,35,250,0,19,0,72,7,-1,3,8,0,0,1,2,40,people,124,,,复旦大学,上海
9.80E+17,1526439037,1527423624,肛瘘会癌变吗--菊花残系列二,9.99,136,31,4.81,54,163985bd61c3647765c9f76acaeb2699,主讲人已通过实名认证。,ended,医学健康,422,416,415,73,4,0,1,35,250,0,19,0,72,7,-1,3,8,0,0,1,2,40,people,124,,,复旦大学,上海
9.65E+17,1522736185,1523276143,“十人九痔”有道理吗--菊花残系列一,9.99,109,17,4.76,67,163985bd61c3647765c9f76acaeb2699,主讲人已通过实名认证。,ended,医学健康,422,416,415,73,4,0,1,35,250,0,19,0,72,7,-1,3,8,0,0,1,2,40,people,124,,,复旦大学,上海
8.43E+17,1493708801,1494422301,我是如何带学生拿到名企offer的,9.99,192,33,4.55,149,34c41f3a8fbb10a6bd5bbfaf2b87783d,主讲人已通过实名认证。,ended,教育,2329,2310,2282,177,17,0,1,881,825,6,58,2,244,61,1,1,54,0,2,41,7,214,people,675,汽车,,广东财经大学,广州
9.22E+17,1512539337,1514381295,让人惊艳的社群运营怎么做？,39,290,32,4.31,35,5ab6bc2aa490d8af9dccdf683befac2c,主讲人已通过实名认证。,ended,互联网,1085,1067,1047,32,15,0,0,903,3061,2,36,0,43,6,1,1,26,1,0,0,6,340,people,1802,,,,
7.49E+17,1471404381,1472394335,我就想怀个孕,19,257,19,3.89,66,16d17d785b0ed87a29f4a3368d6b38e1,主讲人已通过实名认证。,ended,医学健康,422,416,415,30,11,1,8,31845,28846,11,357,24,149,21,0,4,7,6,21,20,1,7543,people,18051,,0,华中科技大学,北京
7.94E+17,1482122432,1482592256,产后的那些「烦恼事儿」,9.99,893,38,4.32,90,83743485cf5fe0cbd28b668dff428ffe,,ended,医学健康,422,416,415,32,10,1,0,12837,25978,1,17,0,43,1,1,3,10,2,0,0,2,4304,people,10524,临床医疗,0,北京协和医学院,北京
9.54E+17,1520330982,1522556568,法考如何准备？440分的大神来教你。,9.99,109,25,4.84,92,16ea5523c7cba121b39c3633c57343a2,主讲人已通过实名认证。,ended,教育,2329,2310,2282,46,1,0,0,9,97,0,3,0,46,4,-1,1,0,0,2,0,0,12,people,16,,,,
9.62E+17,1522131339,1524989828,「2」做律师，你准备好了吗？,39.99,66,22,4.91,70,b1c3197cb7f09ea44fe34c1aea6757d8,主讲人已通过实名认证。,ended,法律,372,368,365,111,47,1,0,19639,26769,0,5,1,8,10,1,16,742,12,14,69,0,3342,people,14982,法律,,华中科技大学,广东
8.30E+17,1490590948,1491744893,「1」做律师，你准备好了吗？,20.17,452,159,4.89,102,b1c3197cb7f09ea44fe34c1aea6757d8,主讲人已通过实名认证。,ended,职业,1915,1894,1858,111,47,1,0,19639,26769,0,5,1,8,10,1,16,742,12,14,69,0,3342,people,14982,法律,,华中科技大学,广东
1.02E+18,1534819416,1537603874,民间借贷的9大陷阱及破解之道,9.99,150,17,4.88,45,b1c3197cb7f09ea44fe34c1aea6757d8,主讲人已通过实名认证。,ended,法律,372,368,365,111,47,1,0,19639,26769,0,5,1,8,10,1,16,742,12,14,69,0,3342,people,14982,法律,,华中科技大学,广东
9.71E+17,1524192286,1525093241,劳动维权小妙招,19.99,101,19,4.95,48,b1c3197cb7f09ea44fe34c1aea6757d8,主讲人已通过实名认证。,ended,法律,372,368,365,111,47,1,0,19639,26769,0,5,1,8,10,1,16,742,12,14,69,0,3342,people,14982,法律,,华中科技大学,广东
9.67E+17,1523446220,1526716407,懂一点婚姻法-下,19.99,62,10,5,45,b1c3197cb7f09ea44fe34c1aea6757d8,主讲人已通过实名认证。,ended,法律,372,368,365,111,47,1,0,19639,26769,0,5,1,8,10,1,16,742,12,14,69,0,3342,people,14982,法律,,华中科技大学,广东
9.30E+17,1514540000,1516521238,让你受益终身的23个婚姻法小常识,9.99,206,46,4.65,54,b1c3197cb7f09ea44fe34c1aea6757d8,主讲人已通过实名认证。,ended,生活方式,1092,1066,1063,111,47,1,0,19639,26769,0,5,1,8,10,1,16,742,12,14,69,0,3342,people,14982,法律,,华中科技大学,广东
8.93E+17,1505719888,1506775599,懂一点婚姻法-上,19.99,161,33,5,54,b1c3197cb7f09ea44fe34c1aea6757d8,主讲人已通过实名认证。,ended,法律,372,368,365,111,47,1,0,19639,26769,0,5,1,8,10,1,16,742,12,14,69,0,3342,people,14982,法律,,华中科技大学,广东
8.81E+17,1502875521,1504182406,二手房买卖的10条黄金建议,29.99,344,86,4.77,54,b1c3197cb7f09ea44fe34c1aea6757d8,主讲人已通过实名认证。,ended,金融经济,909,891,874,111,47,1,0,19639,26769,0,5,1,8,10,1,16,742,12,14,69,0,3342,people,14982,法律,,华中科技大学,广东
8.66E+17,1499163022,1500208199,聊聊律师的执业技能,19.99,118,37,4.89,56,b1c3197cb7f09ea44fe34c1aea6757d8,主讲人已通过实名认证。,ended,法律,372,368,365,111,47,1,0,19639,26769,0,5,1,8,10,1,16,742,12,14,69,0,3342,people,14982,法律,,华中科技大学,广东
8.58E+17,1497332218,1501320294,合同审查、修改的思路与方法,99,211,60,4.93,154,b1c3197cb7f09ea44fe34c1aea6757d8,主讲人已通过实名认证。,ended,法律,372,368,365,111,47,1,0,19639,26769,0,5,1,8,10,1,16,742,12,14,69,0,3342,people,14982,法律,,华中科技大学,广东
8.55E+17,1496642916,1498829551,离婚时房产分割的 35 种情形,9.99,421,52,4.79,100,b1c3197cb7f09ea44fe34c1aea6757d8,主讲人已通过实名认证。,ended,法律,372,368,365,111,47,1,0,19639,26769,0,5,1,8,10,1,16,742,12,14,69,0,3342,people,14982,法律,,华中科技大学,广东
8.50E+17,1495435483,1496236059,如何写好离婚协议书？,29.99,309,57,4.82,56,b1c3197cb7f09ea44fe34c1aea6757d8,主讲人已通过实名认证。,ended,生活方式,1092,1066,1063,111,47,1,0,19639,26769,0,5,1,8,10,1,16,742,12,14,69,0,3342,people,14982,法律,,华中科技大学,广东
8.43E+17,1493866793,1495961391,如何写好民事起诉状？,29.99,147,38,4.95,57,b1c3197cb7f09ea44fe34c1aea6757d8,主讲人已通过实名认证。,ended,法律,372,368,365,111,47,1,0,19639,26769,0,5,1,8,10,1,16,742,12,14,69,0,3342,people,14982,法律,,华中科技大学,广东
8.40E+17,1493090803,1494747825,劳动合同条款的优化设计 - 下,20.17,114,20,5,43,b1c3197cb7f09ea44fe34c1aea6757d8,主讲人已通过实名认证。,ended,法律,372,368,365,111,47,1,0,19639,26769,0,5,1,8,10,1,16,742,12,14,69,0,3342,people,14982,法律,,华中科技大学,广东
8.35E+17,1491877757,1493540328,劳动合同条款的优化设计 - 上,20.17,197,40,4.97,61,b1c3197cb7f09ea44fe34c1aea6757d8,主讲人已通过实名认证。,ended,法律,372,368,365,111,47,1,0,19639,26769,0,5,1,8,10,1,16,742,12,14,69,0,3342,people,14982,法律,,华中科技大学,广东
8.22E+17,1488853123,1490536840,律师实习期学什么?怎么学?,9.99,1433,327,4.92,167,b1c3197cb7f09ea44fe34c1aea6757d8,主讲人已通过实名认证。,ended,职业,1915,1894,1858,111,47,1,0,19639,26769,0,5,1,8,10,1,16,742,12,14,69,0,3342,people,14982,法律,,华中科技大学,广东
9.04E+17,1508224798,1510235381,金牌HR法律大讲堂－招聘过程法律风险,19.99,31,4,0,55,89846f8c49957d1de0c313fe037ea344,主讲人已通过实名认证。,ended,法律,372,368,365,6,0,0,0,0,31,0,5,0,6,22,0,1,0,0,1,2,0,1,people,0,法律,,,
8.35E+17,1491888950,1492866051,IPO 财务造假十大路径核查（一）,29,661,71,4.63,69,c909c2c131edb6132f925f0f408ca5d1,主讲人已通过实名认证。,ended,金融经济,909,891,874,313,638,1,0,22927,24392,1,5,0,334,6,-1,17,2,6,0,4,1,934,people,16071,金融,,,
1.04E+18,1540191859,1541512901,从普通影迷到专业影评人，需要怎么做？,9.9,247,18,4.72,51,16f40be914650fca7466fb1848ee8a6a,,ended,音影游,597,585,580,2,0,0,0,8,4413,0,0,0,5,2,1,2,0,0,0,0,0,3,people,9,,,,北京
1.03E+18,1537513337,1539007385,专业影评人带你解锁电影节：贾樟柯办的平遥国际电影展,9.9,189,11,5,59,16f40be914650fca7466fb1848ee8a6a,,ended,音影游,597,585,580,2,0,0,0,8,4413,0,0,0,5,2,1,2,0,0,0,0,0,3,people,9,,,,北京
9.52E+17,1519797794,1520654921,美国金融数学（工程）类专业科普向详解,9.99,118,24,4.92,41,17a0635ae9f2904b2f2edac52a66513e,主讲人已通过实名认证。,ended,金融经济,909,891,874,9,0,0,0,199,165,0,0,0,13,89,1,1,0,0,1,0,0,17,people,44,金融,0,芝加哥大学 (The University of Chicago),芝加哥
9.76E+17,1525430039,1527085830,出国留学财务规划全指导,9.99,23,3,0,46,180377db2be5695dfe9fb9c14c2cc8f4,主讲人已通过实名认证。,ended,教育,2329,2310,2282,110,9,1,13,16318,12218,3,29,0,342,125,1,11,9,0,12,18,1,4221,people,26133,互联网,4,英国华威商学院（WBS）,北京
9.26E+17,1513586888,1515243649,雅思口语单科如何考上7.5,9.99,152,38,4.58,62,180377db2be5695dfe9fb9c14c2cc8f4,主讲人已通过实名认证。,ended,教育,2329,2310,2282,110,9,1,13,16318,12218,3,29,0,342,125,1,11,9,0,12,18,1,4221,people,26133,互联网,4,英国华威商学院（WBS）,北京
9.01E+17,1507708224,1509022839,雅思听力8分指南：最全场景及题型梳理,9.99,177,45,4.44,35,180377db2be5695dfe9fb9c14c2cc8f4,主讲人已通过实名认证。,ended,教育,2329,2310,2282,110,9,1,13,16318,12218,3,29,0,342,125,1,11,9,0,12,18,1,4221,people,26133,互联网,4,英国华威商学院（WBS）,北京
8.88E+17,1504593102,1505998958,逆袭清华！高考失利的心态状态调整,9.99,191,47,4.79,39,180377db2be5695dfe9fb9c14c2cc8f4,主讲人已通过实名认证。,ended,教育,2329,2310,2282,110,9,1,13,16318,12218,3,29,0,342,125,1,11,9,0,12,18,1,4221,people,26133,互联网,4,英国华威商学院（WBS）,北京
8.71E+17,1500529767,1502629924,最省钱雅思自学备考攻略,9.99,2504,465,4.65,75,180377db2be5695dfe9fb9c14c2cc8f4,主讲人已通过实名认证。,ended,教育,2329,2310,2282,110,9,1,13,16318,12218,3,29,0,342,125,1,11,9,0,12,18,1,4221,people,26133,互联网,4,英国华威商学院（WBS）,北京
8.71E+17,1500356001,1501419638,英国硕士留学生活参考指南,9.99,100,24,4.58,28,180377db2be5695dfe9fb9c14c2cc8f4,主讲人已通过实名认证。,ended,教育,2329,2310,2282,110,9,1,13,16318,12218,3,29,0,342,125,1,11,9,0,12,18,1,4221,people,26133,互联网,4,英国华威商学院（WBS）,北京
8.65E+17,1499061176,1500780982,英语学习私人订制计划,9.99,288,41,4.34,47,180377db2be5695dfe9fb9c14c2cc8f4,主讲人已通过实名认证。,ended,教育,2329,2310,2282,110,9,1,13,16318,12218,3,29,0,342,125,1,11,9,0,12,18,1,4221,people,26133,互联网,4,英国华威商学院（WBS）,北京
8.61E+17,1498024016,1500089476,应届生如何面对央企层层面试,9.99,113,25,4.8,41,180377db2be5695dfe9fb9c14c2cc8f4,主讲人已通过实名认证。,ended,职业,1915,1894,1858,110,9,1,13,16318,12218,3,29,0,342,125,1,11,9,0,12,18,1,4221,people,26133,互联网,4,英国华威商学院（WBS）,北京
8.60E+17,1497854322,1498745282,英、澳硕士申请DIY，中介再见,9.99,337,53,4.51,63,180377db2be5695dfe9fb9c14c2cc8f4,主讲人已通过实名认证。,ended,教育,2329,2310,2282,110,9,1,13,16318,12218,3,29,0,342,125,1,11,9,0,12,18,1,4221,people,26133,互联网,4,英国华威商学院（WBS）,北京
8.51E+17,1495777721,1497668846,文科211如何保研清华北大,9.99,1143,198,4.53,55,180377db2be5695dfe9fb9c14c2cc8f4,主讲人已通过实名认证。,ended,教育,2329,2310,2282,110,9,1,13,16318,12218,3,29,0,342,125,1,11,9,0,12,18,1,4221,people,26133,互联网,4,英国华威商学院（WBS）,北京
8.43E+17,1493711484,1495544670,海归清华学霸的雅思阅读秘籍,9.99,174,36,4.56,41,180377db2be5695dfe9fb9c14c2cc8f4,主讲人已通过实名认证。,ended,教育,2329,2310,2282,110,9,1,13,16318,12218,3,29,0,342,125,1,11,9,0,12,18,1,4221,people,26133,互联网,4,英国华威商学院（WBS）,北京
9.69E+17,1523868668,1525358320,如何进行喜剧创作？,9.99,22,1,0,30,648b735e52d20b2e558348248c649359,主讲人已通过实名认证。,ended,艺术,595,590,584,6,1,0,1,5,350,1,5,0,10,23,-1,4,8,0,2,15,2,3,people,19,创意艺术,0,北京科技大学,北京市朝阳区
1.00E+18,1531384702,1532178484,审计三年，十字路口朝哪儿走？,9.9,261,61,4.77,55,3f519882c5c155e22bce8c017eda8bcb,主讲人已通过实名认证。,ended,职业,1915,1894,1858,11,11,1,3,19520,12452,2,14,1,33,19,0,2,9,1,2,9,0,3451,people,10242,审计,0,东华大学,北京
1.01E+18,1533555120,1535459633,不想再做老好人：如何学会拒绝,9.9,1476,150,4.71,95,c92f4986e2907d3ead79fa6f961724a5,,ended,生活方式,1092,1066,1063,203,17,3,8,142409,150190,8,146,6,332,9,1,1,24,3,18,3,1,62690,people,440778,科研,,新加坡国立大学,新加坡
7.75E+17,1477626070,1477924491,歌剧和音乐剧演员的秘密,9.99,576,35,4.26,81,e7b17a525b9acf3ba93fea29b426394f,主讲人已通过实名认证。,ended,职业,1915,1894,1858,453,15,1,0,19666,90976,16,309,1,545,102,1,16,85,5,29,57,11,20290,people,133025,,,北京大学,汉堡
9.58E+17,1521189469,1522595408,「侣行」的环球出行指南,19.99,2106,314,4.87,155,f1887d2c924a22428792c7c22615aefe,主讲人已通过实名认证。,ended,旅行,214,206,208,34,1,1,2,50644,210865,1,50,0,45,16,-1,1,6,16,0,22,1,26002,people,214027,,,,
8.28E+17,1490159775,1491838407,无基础自学平面设计提升方法,19,2369,365,4.73,205,ecc81af2b664c4a63e652c4bd3800d6e,主讲人已通过实名认证。,ended,设计,380,377,371,48,37,1,5,67451,22963,27,41,0,126,22,1,8,70,0,65,8,10,7979,people,20464,创意艺术,0,视觉设计,成都
1.02E+18,1534926558,1536241538,设计师如何正确接单、报价、谈单,19.99,60,6,4.67,97,ecc81af2b664c4a63e652c4bd3800d6e,主讲人已通过实名认证。,ended,设计,380,377,371,48,37,1,5,67451,22963,27,41,0,126,22,1,8,70,0,65,8,10,7979,people,20464,创意艺术,0,视觉设计,成都
9.77E+17,1525760025,1527516939,美术0基础怎样更快学好设计？,19.99,148,23,4.57,169,ecc81af2b664c4a63e652c4bd3800d6e,主讲人已通过实名认证。,ended,设计,380,377,371,48,37,1,5,67451,22963,27,41,0,126,22,1,8,70,0,65,8,10,7979,people,20464,创意艺术,0,视觉设计,成都
9.64E+17,1522726907,1524496046,新手设计师找工作中会踩到的坑,19.99,202,47,4.79,143,ecc81af2b664c4a63e652c4bd3800d6e,主讲人已通过实名认证。,ended,设计,380,377,371,48,37,1,5,67451,22963,27,41,0,126,22,1,8,70,0,65,8,10,7979,people,20464,创意艺术,0,视觉设计,成都
8.68E+17,1499759702,1501769992,一名优秀设计师是怎样炼成？,19.99,507,89,4.56,145,ecc81af2b664c4a63e652c4bd3800d6e,主讲人已通过实名认证。,ended,设计,380,377,371,48,37,1,5,67451,22963,27,41,0,126,22,1,8,70,0,65,8,10,7979,people,20464,创意艺术,0,视觉设计,成都
8.50E+17,1495432550,1496932693,设计师创业，如何存活并成长,19.8,177,31,4.65,126,ecc81af2b664c4a63e652c4bd3800d6e,主讲人已通过实名认证。,ended,设计,380,377,371,48,37,1,5,67451,22963,27,41,0,126,22,1,8,70,0,65,8,10,7979,people,20464,创意艺术,0,视觉设计,成都
8.50E+17,1495426791,1497536915,自学设计的难点、困惑及解答,19.8,603,81,4.75,175,ecc81af2b664c4a63e652c4bd3800d6e,主讲人已通过实名认证。,ended,设计,380,377,371,48,37,1,5,67451,22963,27,41,0,126,22,1,8,70,0,65,8,10,7979,people,20464,创意艺术,0,视觉设计,成都
8.30E+17,1490773535,1494255705,初学设计师如何做好字体设计,29,491,89,4.67,139,ecc81af2b664c4a63e652c4bd3800d6e,主讲人已通过实名认证。,ended,设计,380,377,371,48,37,1,5,67451,22963,27,41,0,126,22,1,8,70,0,65,8,10,7979,people,20464,创意艺术,0,视觉设计,成都
9.01E+17,1507522128,1509375940,普通人如何快速成为自由教师！,9.99,544,105,4.41,123,687c57420af6f4999faee9944f43c309,主讲人已通过实名认证。,ended,职业,1915,1894,1858,85,7,1,2,8864,3938,7,95,4,567,79,1,2,26,0,10,3,2,5003,people,60821,基础教育,,,上海
8.52E+17,1495860124,1497715569,新老师入职第一课,9.99,417,93,4.66,318,5b22969757841a95601b00fa94aa2753,主讲人已通过实名认证。,ended,教育,2329,2310,2282,132,17,1,5,2671,1217,73,330,8,1178,114,1,2,28,0,61,15,4,894,people,2674,教育,,,九江市
8.88E+17,1504594407,1506175515,零基础如何从头学手绘？,9.99,1655,159,4.27,206,575a5ed1f1f8012a960074480683db05,主讲人已通过实名认证。,ended,艺术,595,590,584,11,63,2,1,9186,7542,0,1,0,14,2,1,3,0,0,0,0,0,620,people,5167,教育,,,北京
8.51E+17,1495777095,1497630370,普通人如何出版你的第1本书,9.99,494,39,4.21,171,ab138e43b7132052cc87e12080941ae4,主讲人已通过实名认证。,ended,阅读写作,520,516,513,71,3,1,2,16778,2005,2,12,0,79,5,0,1,0,0,12,1,0,2887,people,5886,,,,
8.41E+17,1493263882,1495120430,互联网盈利模式浅析,19.98,482,61,4.67,188,b8fdcbe13236b00365658a290ad63bdb,主讲人已通过实名认证。,ended,互联网,1085,1067,1047,109,41,1,1,13892,9214,2,34,0,428,47,1,1,96,0,4,6,3,3417,people,10327,互联网,,,深圳市
8.02E+17,1483946992,1492091378,终结拖延症，优化注意力,9.9,7307,1096,4.65,174,6189146ee0886f32aac0f1b0ea4713ad,主讲人已通过实名认证。,ended,教育,2329,2310,2282,43,231,4,3,17605,20412,16,58,4,133,10,1,11,207,0,72,36,6,2156,people,8444,互联网,,南京大学,南京
8.63E+17,1498454819,1499522410,产品经理必懂的技术知识,9.99,306,54,4.3,39,188bc78a0f1e535d13f965b1528bf084,主讲人已通过实名认证。,ended,互联网,1085,1067,1047,45,15,2,15,656,195,33,37,0,59,71,0,1,10,0,3,1,0,17,people,216,互联网,,,深圳市
9.44E+17,1517797467,1518530363,理解和调教人像的眼神,29.99,613,261,4.91,190,323c1750bb2af35d17fd4c2c4156ab0d,主讲人已通过实名认证。,ended,艺术,595,590,584,35,23,2,8,12487,8923,79,169,2,853,27,1,3,30,8,18,40,0,2539,people,9647,创意艺术,,,北京
9.51E+17,1519611780,1520105054,人像摄影高效成长之路,29.99,1121,334,4.87,383,323c1750bb2af35d17fd4c2c4156ab0d,主讲人已通过实名认证。,ended,艺术,595,590,584,35,23,2,8,12487,8923,79,169,2,853,27,1,3,30,8,18,40,0,2539,people,9647,创意艺术,,,北京
9.57E+17,1520844757,1521826873,人像摄影高效成长之路（二）,29.99,687,173,4.94,240,323c1750bb2af35d17fd4c2c4156ab0d,主讲人已通过实名认证。,ended,艺术,595,590,584,35,23,2,8,12487,8923,79,169,2,853,27,1,3,30,8,18,40,0,2539,people,9647,创意艺术,,,北京
